iati_identifier,title_narrative,reporting_org_narrative,description_narrative_xml_lang,description_narrative,recipient_country_code,recipient_region_code,location_name_narrative,activity_status_code,document_link_url,last_updated_datetime,activity_date_type,activity_date_iso_date,sector_code,sector_narrative,sector_vocabulary,tag_code,tag_narrative,tag_vocabulary,policy_marker_code,policy_marker_narrative,policy_marker_code,default_aid_type_code
GB-CHC-202918-LEBA58,['Addressing the Immediate and Longer-term Needs of Refugees and Host Communities'],['Oxfam GB'],,"['- 3,500 Households  - (HHs) will have increased access to safe drinking water.   - 3,500 HHs will have increased access to appropriate sanitation facilities.   - Hygiene awareness and practice of 3,500 HHs will increased   - 3,500 families will come under protection   - 1,500 vulnerable Syrian families will get support in shelter  - 1,250 HHs will get winterisation support']",['LB'],,,3,,2017-06-12T14:15:49Z,"['2', '4']","['2013-10-01T00:00:00Z', '2015-09-30T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-LEBA61,['Addressing the Immediate Needs of IDPs and Refugees in Syria and Lebanon'],['Oxfam GB'],,"[""The primary goal of Oxfam's intervention will be to reduce vulnerability of crisis -affected people, especially women and children. This will be achieved by increasing access to solid waste disposal facilities that foresees the erection of a solid waste (SW) facility involving the local communities in the decision of the site and the design. Allied to this will be a cash for work mechanism in order to provide men and women involved in the works with an opportunity to earn income and, at the same time, to allow the buy -in to the system. The Committee will include refugees and members of the local municipality""]",['LB'],,,3,,2017-06-12T14:16:19Z,"['2', '4']","['2014-04-01T00:00:00Z', '2015-03-31T00:00:00Z']",['2'],['Education and Health Care'],['99'],,,,,,,
GB-CHC-202918-RVNA78,['Improving quality basic education in Dak nong Province'],['Oxfam GB'],,"[""This project is under PIP 00309. It contributes to achieve Strategic Change Objective SCO2.2           (Right to Basic Services) which aims to enable female ethnic minority children in Daknong province to realise their right to a quality education.  It supports improved accountability and governance in the education sector, and contributes to achieving improved learning conditions, better teaching quality and learning outcomes through applying Child Centred Methodologies (CCM), changing parents' and community's attitude to the values of schooling; and there is a substantial national advocacy component.""]",['VN'],,,3,,2011-12-30T07:07:44Z,"['2', '4']","['2009-09-01T00:00:00Z', '2011-03-31T00:00:00Z']","['2', '4', '5']","['Education and Health Care', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-BGDB71,['Bangladesh Humanitarian Vision'],['Oxfam GB'],,"[""Bangladesh proposes to build the in -country humanitarian Emergency Food Security Livelihood (EFSL) technical staff capacity, boost the Monitoring Evaluation and Accountability  and Learning (MEAL) technical staff capacity and improve partnership accountability and transparency in logistics and finance. Hence, Bangladesh's humanitarian vision proposes to expand Oxfam's technical resources and partner capacity through the recruitment of an EFSL Coordinator, MEAL training and recruitment of logistic officer (roving) and finance officer (roving) to build partner's business skills.""]",['BD'],,,3,,2017-03-21T02:53:18Z,"['2', '4']","['2011-04-01T00:00:00Z', '2016-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-BGDC02,['Urban Resilience Bangladesh'],['Oxfam GB'],,"['Planned urbanisation is the key solution for disaster risk reduction also concept of active citizenship can make citizen more responsible as well as service providers become more accountable. Thus, the project will not give emphasis on the direct support to the local communities rather creating model to replicate and scale up by the municipal corporation, local government authorities and other concern department. The project will also be involved in policy advocacy intervention at local and national level. The specific focus of the project will be put into DRR and WASH sectors but will also open the opportunity to include livelihood aspect.']",['BD'],,,3,,2020-03-18T13:03:46Z,"['2', '4']","['2014-04-01T00:00:00Z', '2018-03-31T00:00:00Z']","['2', '3', '4', '5']","['Education and Health Care', 'Life and Security', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99', '99']",,,,,,,
GB-CHC-202918-YEMB56,['Yemen COVID-19 Preparedness and Response'],['Oxfam GB'],,"[""Saving lives and alleviating human suffering of conflict and COVID -19 affected and vulnerable communities through provision of adequate, safe and gender sensitive WASH services to the health facilities, IDPs and vulnerable communities in the 8 governorates of Hajjah, Ibb, Taiz, Sa'ada, Aden, Adhale, Lahj and Amran""]",['YE'],,,3,,2023-05-29T12:18:57Z,"['2', '4']","['2020-06-01T00:00:00Z', '2020-12-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-YEMB57,['Integrated WASH and Food Security and Vulnerable Livelihoods response to conflic'],['Oxfam GB'],,"['To contribute to alleviation of human suffering through increased access to food and essential WASH services for vulnerable women, girls, boys and men affected by the ongoing Yemen conflict in Taiz and Ibb Governates through a  protection and gender sensitive humanitarian response.  Outcome: Increased access to clean water, sanitation  facilities, basic hygiene and food for 105,000 IDPs, and host communities  in Taiz (Dimnat Khadir, Mawiah, Sharab Alrona and AL -Taiziah  ) and Ibb ( Ibb and Al Sabrah  ) Governorates']",['YE'],,,3,,2023-05-29T12:19:22Z,"['2', '4']","['2020-04-01T00:00:00Z', '2023-03-31T00:00:00Z']","['1', '2']","['A Sustainable Livelihood', 'Education and Health Care']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB61,['Protecting most Vulnerable Hosting communities from public health risks of COVID'],['Oxfam GB'],,"['Strengthen (WASH) infection prevention and control measures in health facilities;   Targeted population have equitable access to basic WASH services in community.  Activities contributing to outcomes include:  - WASH facilities in health centers rehabilitated  - Hygiene cleaning and disinfection kits distributed to health centers  - Personal Protection Equipment distributed to support health workers  - Handwashing station established to provide access for handwashing and hygiene practices  - Water points and taps stands quick fixs for safe access to water  - Training to existing Community Health Volunteers (CHVs) on COVID -19 prevention, including the sheiling approach, hygiene promotion and referral pathway  - Hygiene kits distributed to the most vulnerable households using shielding approach  - Awareness raising on COVID -19 prevention, shielding approach and referral pathway  - Latrine construction to support the most vulnerable households and in large IDP resettlement  - IEC materials developed and distributed through social media']",['YE'],,,2,,2023-07-31T13:13:21Z,"['2', '3']","['2020-08-01T00:00:00Z', '2023-03-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB62,['DEC 2020 Coronavirus Appeal Phase 1- Hajjah Governorate'],['Oxfam GB'],,"['The project scope is focused on protect IDPs and most vulnerable host communities from public health risks of COVID -19 pandemic, through improved access to and knowledge of water, sanitation and positive hygiene behaviours. It will complement existing WASH activities with a strengthened focus on COVID -19 prevention and response to ensure safe access to safe water and promotion of sanitation and hygiene. The proposed intervention under this project will be implemented by Oxfam in Hajjah. Oxfam Yemen COVID -19 response plan is to contribute to the control of the pandemic and to mitigate against its impact; and reducing risk of transmission a within communities, especially for the most vulnerable and displaced people.']",['YE'],,,2,,2023-05-16T05:45:21Z,"['2', '3']","['2020-07-01T00:00:00Z', '2023-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-YEMB63,['Yemen LHL Strengthening'],['Oxfam GB'],,"['The overall goals of the projects are:   • To support Local Humanitarian Leadership (LHL) in Yemen through strengthening the capacities and capabilities of local humanitarian actors to deliver better quality responses   • To highlight the role of Yemeni civil society organisations (particularly those led by women) in local -level peace initiatives and promote their priority advocacy asks to ensure that any peace initiatives meaningfully include the views of civil society, including women and youth']",['YE'],,,3,,2023-05-29T12:19:54Z,"['2', '4']","['2020-10-01T00:00:00Z', '2023-03-31T00:00:00Z']","['1', '4', '5']","['A Sustainable Livelihood', 'Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-YEMB66,['COVID-19 Response in Hajjah'],['Oxfam GB'],,"['- Wells rehabilitation in Hajjah. Oxfam will target 7 open dug wells in Mabian district. This intervention will benefit from it 717 HHs. Quick assessment confirmed that people in this area collect water from the 7 dug wells for drinking water which considered as contaminated water. In addition, collecting water is a tough job for women and girls as they have to walk more than 2 km to the water source. The intervention need will include excavation and filling around of well  Paving stone; Supply and build solid concrete block to increase the wall of dug well installed  steel/fibber cover; construction of basin for animals drinking; cleaning and chlorination from contamination. Rehabilitate of these sources will reduce the risk of infection and the spread of the COVID -19 as well as other water borne diseases related to water pollution, acute watery diarrhea and cholera.']",['YE'],,,3,,2023-05-25T14:54:44Z,"['2', '4']","['2020-10-23T00:00:00Z', '2021-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-YEMB69,['Preparedness and response to the impact of COVID-19 in Yemen'],['Oxfam GB'],,"[""To contribute to decreasing the direct and indirect impact of COVID -19's spread amongst the most vulnerable population groups in Yemen and build community resilience through strengthening livelihoods""]",['YE'],,,3,,2023-05-25T11:48:46Z,"['2', '4']","['2020-09-04T00:00:00Z', '2021-12-31T00:00:00Z']","['1', '2', '3']","['A Sustainable Livelihood', 'Education and Health Care', 'Life and Security']","['99', '99', '99']",,,,,,,
GB-CHC-202918-YEMB71,['Oxfam Apeal Emergency Food Security Response for Ibb office'],['Oxfam GB'],,"['To contribute to alleviation of human suffering through increased access to food for vulnerable Internally Displaced Persons (IDP) women, girls, boys and men affected by the ongoing Yemen conflict in Taiz and Ibb Governorates through a  protection and gender sensitive humanitarian response.  Outcome: Increased access to clean water, sanitation  facilities, basic hygiene and food for 105,000 IDPs, and host communities  in Taiz (Dimnat Khadir, Mawiah, Sharab Alrona and AL -Taiziah  ) and Ibb ( Ibb and Al Sabrah  ) Governorate']",['YE'],,,3,,2023-05-29T12:21:17Z,"['2', '4']","['2021-04-01T00:00:00Z', '2023-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB76,['Giro 555 COVID Response - Yemen'],['Oxfam GB'],,"[""Top line activities : Activity 1.1: Train health staff on vaccinations / and volunteers engaged in the support to vaccination activities. Activity 1.2: Supply material like Personal Protective Equipment (PPE) for medics administering the vaccine. Activity 1.3: Supply vaccination's table including chair with good quality. Activity 2: Information campaigns / awareness raising around vaccinating and advocacy for equitable access as well as building trust on the vaccine including the following activities: 2.1: Capacity building training to community health volunteers to awareness raising around vaccination . 2.2: Monthly incentives for community health volunteers. 2.3: Information campaigns through media Television (TV) or radio. Activity 3:Water Sanitation and Hygiene (WASH) activities related to vaccination (Solid waste management) including the below activities: 3.1: Provision of solid waste management tools and cleaning materials to the vaccination centres.  3.2: Monthly incentives to waste collection workers . 3.3: Rehabilitation of vaccination centres/construction of medical incinerators.""]",['YE'],,,3,,2023-05-21T10:25:44Z,"['2', '4']","['2021-06-01T00:00:00Z', '2022-08-31T00:00:00Z']","['2', '3']","['Education and Health Care', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB81,['Program Quality enhancement through targeted capacity building to Oxfam Yemen'],['Oxfam GB'],,"['Programme Quality (PQ) quality enhancement initiatives which focuses on building capacity of both Monitoring and Evaluation, Accountability and Learning (MEAL) and Partners around essential themes and topics which are crucial for delivering high quality program. The proposed initiative will therefore focus at building capacity of the country MEAL teams to ensure high quality data management, visualization and reporting, while taking into consideration foundational/crosscutting themes such as Gender, protection and feminist approaches which are highly sensitive and difficult to implement in the context of Yemen. Learning from these initiatives will be documented to add to enhance programming and contribute to the body of knowledge in the area of program quality Assurance.']",['YE'],,,3,,2023-05-07T11:59:49Z,"['2', '4']","['2021-07-11T00:00:00Z', '2023-03-31T00:00:00Z']",['4'],['Right to be Heard'],['99'],,,,,,,
GB-CHC-202918-YEMB84,['Empowering communities to respond to conflict-induced protection risks.'],['Oxfam GB'],,"[""Oxfam will support existing community structures, or establish a community -based social committee, composed of members from Internally Displaced Person (IDP) and host communities, where these committees should represent most vulnerable people & groups such as (minority groups, internally displaced persons, women, marginalized groups and people with disabilities). In addition, 600 of the most vulnerable people/House -Holds (HHs) and groups who will be targeted in Sadah  include the following: Women headed household, people living with disabilities, single heads of household, child -headed household and marginalized groups ‘'Muhamasheen'', old people, IDPs and persons with chronic illness including mental health disorders: those groups are severely impacted by the ongoing conflict and they are at disproportionate risk during pandemics, as they suffer from hindered access to services and accurate information, often aggravated by stigmatization and arbitrary targeting as shown in needs assessment, and the findings of secondary sources and the primary sources.  Emergency Food Security and Vulnerable Livelihood (EFSVL): Oxfam will target 780 most vulnerable households in Majz district which are at high protection risk to reduce their vulnerability and increase their protection capacities by providing them with sustainable and safer livelihoods and income opportunities. The priority targets include Persons With Disabilities (PWD), minority groups ‘'Muhamasheen'', persons with specific needs, female -headed households, vulnerable children exposed to neglect, abuse, violence and exploitation, or women and girls at risk, including child marriage""]",['YE'],,,2,,2023-07-19T14:30:08Z,"['2', '3']","['2021-10-01T00:00:00Z', '2023-09-30T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-YEMB86,['Strengthen  the livelihood of communities and enhance their resilience - Sadaa'],['Oxfam GB'],,"[""The project will implement World Food Programme (WFP) Food For Asset approach which is aimed at building community assets and social infrastructures which contribute to improving the community economy hence improving their resilience and also support small scaled youth businesses. Oxfam will implement the project in Majz, Sahar and Saqayn districts in Sadaa governorate where it experiences active conflict, airstrikes and immigrants' movements.  It has been noted that food insecurity and malnutrition are more prevalent in areas with active conflict. The most recent Integrated Food Security Phase Classification (IPC) analysis (2021) revealed Sadaa is among the most food insecure governorates with respectively 65% and 59% of population in urgent need of emergency food assistance.""]",['YE'],,,3,,2023-05-25T11:50:22Z,"['2', '4']","['2022-01-01T00:00:00Z', '2022-08-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-YEMB87,"['Provision of safe and comprehensive WASH, FSL, and Protection response in Marib']",['Oxfam GB'],,"[""Overall Objective: The response aims for an efficient contribution to a sustainable improvement in the ability of Marib's governorate to address challenges of integration of Internally Displaced Persons (IDPs) and response to recurrent humanitarian needs setting a platform for long -term solutions. Specific Objective: i. Better protection for IDPs in temporary and permanent settlements, Protection needs of the most vulnerable IDPs and conflict affected people are identified and supported through durable solutions ii. Alleviation of humanitarian needs among IDPs and hosting communities, reduced public health risks, improved access to basic services, and access to immediate income generating opportunities through coordinated effort with local actors; A total of 1200 conflict -affected IDP House Holds (HHs) selected through a participatory process will receive YER 93,000 per HH per round, for six rounds modality to meet 80 % of their minimum food needs through Unconditional Cash Transfer (UCT)/ voucher modality depending on local markets functionality. The support will benefit a total of 8400 IDPs (2184 men, 1848 women, 2268 boys, 2100 girls). providing mitigation measures to protection risks in the targeted area, and providing beneficiaries with cash for protection assistance. Provide 8400 IDPs (2184 men, 1848 women, 2268 boys, 2100 girls) living in underserved areas in Marib district with safe, sufficient, and reliable drinking and domestic water supply services""]",['YE'],,,2,,2023-08-16T08:34:35Z,"['2', '3']","['2022-01-15T00:00:00Z', '2023-01-14T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-YEMB90,['Building Resilience of Communities in Taiz Governorate Funded by Oxfam Germany.'],['Oxfam GB'],,"[""This project created to be for Building Resilience of the conflict and economic crisis -affected, host, internally displaced people (IDP)/ communities & local institutions in Taiz governorate  - AL -Shamayteen and AL -Ma'afer districts funded by German Federal Ministry for Economic Cooperation and Development (BMZ).""]",['YE'],,,2,,2023-11-02T06:41:30Z,"['2', '3']","['2022-08-01T00:00:00Z', '2025-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-YEMB91,['Food Security and Safety Net Project in Taiz'],['Oxfam GB'],,['Conduct un/conditional cash transfer.'],['YE'],,,2,,2023-11-20T07:21:00Z,"['2', '3']","['2023-04-01T00:00:00Z', '2025-03-31T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-YEMB94,"['Emergency WASH, Food Security and Vulnerable Livelihoods (EFSVL) response in Ibb']",['Oxfam GB'],,"['Improving access to food, basic Water Sanitation and Hygiene (WASH) supply and protection services for the most vulnerable populations in Ibb Governorates (Reef Ibb, Al Sabrah and Al -Dhihar Districts)']",['YE'],,,3,,2023-05-29T12:22:21Z,"['2', '4']","['2022-04-01T00:00:00Z', '2022-07-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
GB-CHC-202918-YEMB95,"['Save lives, reduce suffering and contribute towards prevention of negative copin']",['Oxfam GB'],,"[""The goal of this project is to provide access to food, water, sanitation, and hygiene, as well as adequate protection services. Underserved 10  Internally Displaced Person (IDP) locations in  Al -Faw , Al Mathna ,Kuliat Al -Mujtama, Al -muthaf, Al -Zera'a office, Hawsh Al -Zera'a, Adhban Factory, Bateh Al -Khlait, Al -Masheer and Al -Qoaz Marib and Alwadi district of Marib Governorate, Yemen , who face the threat of famine, disease, and direct protection.  A total of 21,371  IDPs will be assisted (6,283 men, 6,176 women, 4,531 boys, 4,381 girls). Improved access to basic needs for the most vulnerable and food insecure 700 IDP households (HHs) through life saving cash assistance, 21,371 crises -affected individuals including men, women, boys and girls have improved equitable access to safe water, adequate sanitation and hygiene awareness through engaging them in project activities'.  Protection risks of 800 households/individuals are reduced through direct protection assistance in the community centre as well as Community initiatives.""]",['YE'],,,2,,2023-04-01T00:06:50Z,"['2', '3']","['2022-04-01T00:00:00Z', '2023-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-YEMB97,"[""Multi-sectoral lifesaving assistance in Sa'ada.""]",['Oxfam GB'],,"[""This project will be implemented in the Northern part of Yemen specifically in Hajjah and Sa'ada Governorates. In Hajjah Governorate, the project will be implemented in 4 districts namely Thawab, Alwasat, Matwalah and Albatriyah Districts. In Sa'ada Governorate it will be implemented in Majz, Rezeh, Sahar and Qataber Districts""]",['YE'],,,2,,2023-09-20T06:05:57Z,"['2', '3']","['2022-08-01T00:00:00Z', '2024-07-31T00:00:00Z']",['2'],['Education and Health Care'],['99'],,,,,,,
GB-CHC-202918-YEMB98,['YEMEN Floodings'],['Oxfam GB'],,"['One round of Multi Purpose Cash Transfer (MPCT) to 750 targeted Internally Displaced Person (IDP) households (550 HHs in Hajjah and 200 HHs in Marib)  Project team will conduct During Distribution Monitoring (DDM) on the same day of the distribution  Procure and distribute 500 basic hygiene kits and tarpaulins, of which 300 kits will include dignity kit for women and girls Procure and distribute 100 water tanks with size of 500 litre to affected IDP households  Construct 40 emergency latrines (40 in Marib) and rehabilitate 100 latrines (50 in Marib and 50 in Hajjah) to IDP whose latrines were destroyed or severely damaged.  Desludging of Communal Pit Latrines: At least 2,350 m3 with average of 100m3 per day of wastewater removal to safe disposal site is targeted along 3 months period; with total of 7,050 m3 Distribute chlorination and disinfection of water sources in Marib.  Public Health and Hygiene Promotion Support community alert system through Community health volunteer for referral of disease outbreaks Conducting Rapid protection assessment for the targeted IDPs camps in Marib effected by the flood to identify the existence protection risks, available services and access challenges.  Oxfam will conduct protection analysis in Marib in line with the centrality of protection approach Oxfam will provide protection cash assistance to support 100HHs/individuals in Marib and 20 HHs/individuals in Hajjah with protection risks  Regularly mapping of the available services and communicating relevant services providers to ensure effective referral pathway']",['YE'],,,2,,2023-07-11T09:17:15Z,"['2', '3']","['2022-09-01T00:00:00Z', '2023-02-28T00:00:00Z']",['3'],['Life and Securi'],['99'],,,,,,,
GB-CHC-202918-YEMC08,['Yemen Partner Investment Fund PIF'],['Oxfam GB'],,"[""This Project creating for Yemen Partner Investment Fund (PIF), where Oxfam Great Britain (GB) in Yemen within next three and a half years will provide flexible funds to its partners to encourage creative ideas, implementation of new initiatives and activities, support gaps for support cost of partners, disabled communities, and strengthening capacities of marginalized Civil Society Organisations (CSOs) and Women's Rights Organisations (WROs). Thus, partners' strategies and vision will be met rather than Oxfam or donors ones.""]",['YE'],,,2,,2023-10-24T07:29:53Z,"['2', '3']","['2023-02-01T00:00:00Z', '2026-12-31T00:00:00Z']","['4', '5']","['Right to be Heard', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-YEMC09,['Yemen Advocacy Support.'],['Oxfam GB'],,['This project creating for the new fund related Yemen Advocacy Support.'],['YE'],,,2,,2023-10-24T07:30:42Z,"['2', '3']","['2023-02-21T00:00:00Z', '2024-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-YEMC11,['Marib Humanitarian Programme Response - PBA'],['Oxfam GB'],,"['The aim of the project is women, girls, men, boys, and their communities, effected by conflict, disease and climate disasters can meet their basic needs in Marib are driven by multiple and competing crises including armed conflict, structural violence, COVID -19 and other disease outbreaks, as well as vulnerability to natural hazards. The situation is aggravated by chronic poverty, entrenched displacement, food insecurity, and underlying inequalities including ethnic/tribe/caste discrimination, and gender disparities that exacerbate the needs, vulnerabilities, and marginalization of people in many parts of the country.']",['YE'],,,2,,2023-10-01T10:45:09Z,"['2', '3']","['2023-04-01T00:00:00Z', '2024-03-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-YEMC12,"['Provision of livelihoods,WASH and protection support vulnerable people in Sahar.']",['Oxfam GB'],,"[""The project envisages providing integrated livelihoods, Water Sanitation and hygiene (WASH) and Protection support to the most vulnerable and at -risk Internal displacement peoples (IDPs) and host communities of Alshatt, Mahlah, Al -Qasasbah, Ban Aweer Al -Gharbi and Bani Moath in Sahar district of Sa'adah governorate, which has been identified based on the prevailing gaps in food security and agriculture, Protection, and Water Sanitation and hygiene (WASH) needs gaps. The project design has been informed by the recent June 2023 rapid need assessment, ongoing programmatic experience, and consultations with local stakeholders, including the food security and agriculture Cluster (FSAC), Water Sanitation and hygiene (WASH) and protection clusters. Oxfam intends to reach 21,805 people (6484  women, 4779  girls, 4399  boys, 6143  men) and has strongly embedded gender equality, protection, safeguarding, and do -no -harm approaches to ensure the provision of assistance in a safe and dignified manner. The project employs a vulnerability -based targeting criterion by targeting Households (HHs) and individuals who suffer from malnutrition, and other forms of vulnerability such as female -headed households, elderly, persons with disabilities and chronic illness, Households (HHs) with more children and unable to meet their food consumption needs, and those expose to protection risks, and lack access to Water Sanitation and hygiene (WASH) services. The project has three integrated components/outcomes. The food security and livelihoods component (outcome 1) will build the resilience of the most vulnerable Households (HHs) of the project aims by providing temporary employment opportunities through rehabilitating community infrastructure using the Cash for Work (CFW) modality (15 -days/month for 3 months) and the participating households will receive YER 67,934.78  equals to USD 125/ per month, enabling them to cover 90 -95 % of the minimum food basket (output 1). Micro -businesses support c""]",['YE'],,,2,,2023-12-05T17:34:14Z,"['2', '3']","['2023-09-01T00:00:00Z', '2024-08-31T00:00:00Z']","['1', '3']","['A Sustainable Livelihood', 'Life and Security']","['99', '99']",,,,,,,
GB-CHC-202918-SRLD39,['Socio-economic development in North of Sri Lanka'],['Oxfam GB'],,"['This project provides funding for the programme administrative and management cost to support for Oxfam and for FCCISL for the IDP TOP project. It also contributes to the programme delivery, covering all costs for programme delivery from August 2013 to March 2014 and all infrastructure rehabilitation costs for the full financial year. The estimated total project budget allocation is  66,306 GBP. Additional expenses are programme expenses including partner grants, and meetings, forums, evaluation, and workshop expenses']",['LK'],,,3,,2016-01-28T01:51:37Z,"['2', '4']","['2013-04-01T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '2']","['A Sustainable Livelihood', 'Education and Health Care']","['99', '99']",,,,,,,
GB-CHC-202918-SRLD42,['Building Community Resilience through Inclusive Community Based DRR-North'],['Oxfam GB'],,"['The project scope is to create synergies among DRR stakeholders and harmonize approaches and tools for greater impact at the community level. Project mainly focuses on building community resilience through minimizing the risks, enhancing the response capacity and strengthening local network to sustain the disaster risk reduction efforts at the local level.']",['LK'],,,3,,2016-04-27T11:38:23Z,"['2', '4']","['2013-05-15T00:00:00Z', '2014-11-14T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-SRLD43,['Increasing Business Development Support to promote SME Women in Sri Lanka'],['Oxfam GB'],,"['This research will be conducted in collaboration with Federation of Chambers of Commerce in Sri Lanka (FCCISL) and National Enterprice Development Authority  -NEDA  in six districts of Sri Lanka  -Monaragala, Batticoloa, Vavuniya, Matale, Kurunegala and Anuradhapura. The findings of the research will help Oxfam to develop its future WEL strategy and advocacy work to streamline business development services to SME women in the country .']",['LK'],,,3,,2016-01-28T01:51:54Z,"['2', '4']","['2013-05-01T00:00:00Z', '2014-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-SRLD44,['Building Community Resilience through Inclusive Community Based DRR-East'],['Oxfam GB'],,"['The project scope is to create synergies among DRR stakeholders and harmonize approaches and tools for greater impact at the community level. Project mainly focuses on building community resilience through minimizing the risks, enhancing the response capacity and strengthening local network to sustain the disaster risk reduction efforts at the local level.']",['LK'],,,3,,2016-04-27T11:39:08Z,"['2', '4']","['2013-05-15T00:00:00Z', '2014-11-14T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-SRLD45,['Going Digital: empowering farmers through digital and telecommunication innovati'],['Oxfam GB'],,"['The FEIS system captures information (raw data) of farmers involved in paddy, fruits, vegetable, other field crops and & livestock sectors, in the districts of Ampara, Batticaloa, Trincomalee, Mannar, Vavuniya.  This unique venture aims to empower farmers with information using a mobile platform to provide information with the involvement of mobile service providers']",['LK'],,,3,,2016-01-28T01:52:07Z,"['2', '4']","['2013-08-24T00:00:00Z', '2014-04-30T00:00:00Z']",['1'],['A Sustainable Livelihood'],['99'],,,,,,,
GB-CHC-202918-SRLD47,"[""Engendering Rice Paddy – Growing Women's Leadership in Eastern Sri Lanka""]",['Oxfam GB'],,"[""This project is 03 years period starting from starting from April 14 to March 17, targeting to reach 07 divisions of 03 Eastern disttricts of Sri Lanka. Use the approach of Gendered Enterprise and Markets (GEM) to address three inter -related aspects: women's economic leadership; power in markets; risk reduction and adaptation.  Total budget is 765,000.GBP, funded through Project Direct.  First quarter of this project ( April to June 14) is like a transition period, to be handled by OGB staff and expected to hand over to Oxfam Australia team by June 2014  due to the SMS context in Sri Lanka.""]",['LK'],,,3,,2016-04-27T11:39:37Z,"['2', '4']","['2014-04-01T00:00:00Z', '2015-03-31T00:00:00Z']","['1', '5']","['A Sustainable Livelihood', 'Right to Equity: Gender and Diversity']","['99', '99']",,,,,,,
GB-CHC-202918-SRLD48,['Capacity building Plan for Tranche II of HIP'],['Oxfam GB'],,"['The Tranche II provides an opportunity for affiliates to intensify the skill development process as well as joint learning and sharing. Since the DRR and Humanitarian Strategy under JCAS has identified WASH and Emergency Food Security and Vulnerable Livelihood (EFSVL) as its key thematic priority areas along with Gender in Emergencies as core to its approach, the capacity building plan is blend of the above. More importantly with the realization of the plan, affiliates would also step into thinking process of developing the Humanitarian Investment Plan for next three years aligned with JCAS.']",['LK'],,,3,,2016-01-28T01:52:23Z,"['2', '4']","['2013-10-01T00:00:00Z', '2014-03-31T00:00:00Z']",['3'],['Life and Security'],['99'],,,,,,,
GB-CHC-202918-SRLD52,['Vavuniya District Dairy Enterprise Development Project'],['Oxfam GB'],,"['The project has three major components to manage and run the business. It includes financial linkages through formal financial system, developing business model for the dairy industry to be replicable to other districts along with components such as women in market, leadership, dairy value added products and advocacy issues related to dairy industry. The enterprise will be managed by the Union of Livestock breeders cooperative with a separate management structure and the project period will be 2014 June. Fund secured from Enterprise Development Project  (EDP  - UK)']",['LK'],,,3,,2016-04-27T11:39:58Z,"['2', '4']","['2014-04-01T00:00:00Z', '2014-08-31T00:00:00Z']","['1', '3', '5']","['A Sustainable Livelihood', 'Life and Security', 'Right to Equity: Gender and Diversity']","['99', '99', '99']",,,,,,,
